pdf_hash;body_id;azm_deg;azm_src;dip_deg;dip_src;ddr_deg;ddr_src;stl_m;stl_src;twd_m;twd_src;dwd_m;dwd_src;plg_deg;plg_src;pdr_deg;pdr_src;ore_shape;target_name;target_role;evidence_pages
30658289;3;;redundant_with_ddr;30.0;exact;90.0;from_dip_cardinal;;;;;;;;;;;TAB;Frontino Vein System;MAIN;50|53
30658289;4;;redundant_with_ddr;30.0;exact;0.0;from_dip_cardinal;;;;;;;;;;;TAB;Frontino Vein System;MAIN;50|54
30658289;5;;redundant_with_ddr;75.0;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;TAB;Frontino Vein System;MAIN;50|54
30658289;6;;;;;;;;;;;;;;;45.0;from_cardinal;IRR;Frontino Vein System;MAIN;53
2FF9C047;1;;;57.5;range_mean;270.0;from_dip_cardinal;130.1;exact;1.0;bounded;;;;;;;TAB;Moose 2;MAIN;22|32
2FF9C047;2;;;55.0;exact;270.0;from_dip_cardinal;27.7;exact;30.0;bounded;;;;;;;TAB;Moose 2;MAIN;22
2FF9C047;3;;;;;;;18.6;exact;9.1;bounded;;;;;;;TAB;Moose 2;MAIN;23
2FF9C047;4;;;55.0;exact;270.0;from_dip_cardinal;16.2;exact;2.3;bounded;;;;;;;TAB;Moose 2;MAIN;23
30764D4D;1;;;60.0;exact;45.0;from_dip_cardinal;;;9.5;range_mean;;;;;90.0;from_cardinal;LEN;Coronation Trend;MAIN;34
30764D4D;2;;;;;;;;;3.5;exact;;;;;;;LEN;Coronation Trend;MAIN;35
306DC5B4;1;90.0;exact;;;;;400.0;bounded;100.0;bounded;;;;;;;TAB;Ulo Ulo;MAIN;17
306DC5B4;2;;;;;;;;;10.0;bounded;;;;;;;TAB;Ulo Ulo;MAIN;14
306DC5B4;3;;;;;;;;;1.5;exact;;;;;;;TAB;Ulo Ulo;MAIN;17
306DC5B4;4;;;;;;;;;0.3;range_mean;;;;;;;TAB;Ulo Ulo;MAIN;17
306DC5B4;5;;;;;;;;;1.0;bounded;;;;;;;TAB;Ulo Ulo;MAIN;17
30B9ACCC;1;;;;;;;1200.0;bounded;350.0;exact;350.0;exact;;;;;SWK;Canadian Malartic deposit;MAIN;44
30B9ACCC;2;110.0;exact;;;;;;;;;;;20.0;exact;112.5;from_cardinal;IRR;Canadian Malartic deposit;MAIN;42
30B9ACCC;3;;;;;;;;;;;;;;;;;TAB;Canadian Malartic deposit;MAIN;42
30909EA6;1;;redundant_with_ddr;60.0;range_mean;315.0;from_dip_cardinal;4000.0;bounded;1.8;range_mean;;;;;;;TAB;Blackdome Veins;MAIN;19|22
30909EA6;2;;;;;;;45.0;range_mean;;;75.0;range_mean;;;;;IRR;Blackdome Veins;MAIN;22
3102857E;1;;;;;;;9.1;approx_magnitude;0.9;approx_magnitude;;;;;;;IRR;Arkose Property;MAIN;18
30FC6E54;1;;;;;;;1600.0;exact;900.0;exact;850.0;bounded;;;;;SWK;Marmato;MAIN;77
30FC6E54;2;135.0;range_mean;;;;;700.0;bounded;1.5;range_mean;;;;;;;TAB;Marmato;MAIN;64|77
30FC6E54;3;97.5;range_mean;;;;;;;1.5;range_mean;;;;;;;TAB;Marmato;MAIN;64|77
31264DB6;1;;;82.0;exact;180.0;from_dip_cardinal;150.0;exact;35.0;range_mean;160.0;bounded;;;;;IRR;McWatters;MAIN;36|42
3144C8FB;1;347.5;range_mean;;;;;137.5;range_mean;3.5;range_mean;;;;;;;TAB;Chubb;MAIN;37|45
3144C8FB;2;;;;;;;300.0;exact;;;;;;;;;TAB;Chubb;MAIN;55
3103C58F;1;350.0;exact;;;;;600.0;exact;300.0;bounded;;;;;;;SWK;Cerro del Gallo;MAIN;28
3103C58F;2;;;;;;;;;300.0;range_mean;;;;;;;SWK;Cerro del Gallo;MAIN;32
3103C58F;3;;;;;;;400.0;exact;130.0;bounded;;;;;;;N/A;Cerro del Gallo;MAIN;29
316DBD33;1;;;;;;;100.0;exact;80.0;exact;500.0;exact;;;;;TUB;S-60;MAIN;45
3188BA5D;1;;;32.5;range_mean;135.0;from_dip_cardinal;;;45.0;range_mean;;;;;;;TAB;Paredones Amarillos;MAIN;56
3188BA5D;2;;;30.0;range_mean;135.0;from_dip_cardinal;;;45.0;range_mean;;;;;;;TAB;Paredones Amarillos;MAIN;57
3188BA5D;3;;;30.0;exact;135.0;from_dip_cardinal;1100.0;exact;30.0;exact;;;;;;;IRR;Paredones Amarillos;MAIN;64
31EAF6ED;1;;;;;;;1850.0;range_mean;600.0;exact;120.0;bounded;;;;;BXS;C29/30;MAIN;48|49|75
31CDDD91;1;;;12.5;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;MNT;Raven Project;MAIN;16
31CDDD91;2;;;;;;;;;5.9;range_mean;42.0;exact;;;;;MNT;Raven Project;MAIN;20
31CDDD91;3;;;;;;;;;2.8;range_mean;18.0;exact;;;;;MNT;Raven Project;MAIN;20
32171EDF;1;;;;;;;1000.0;exact;122.5;range_mean;365.0;exact;;;;;TAB;Big Daddy;MAIN;52|56
32171EDF;2;;;;;;;;;17.0;exact;;;;;;;TAB;Big Daddy;MAIN;56
32171EDF;3;;;;;;;;;12.0;exact;;;;;;;TAB;Big Daddy;MAIN;56
32176DA3;1;;;;;;;150.0;from_2d_footprint;95.0;range_mean;;;82.5;range_mean;90.0;from_cardinal;TUB;Jenner Stock;MAIN;32
32176DA3;2;;;27.5;range_mean;;;;;;;;;;;;;TAB;Jenner Stock;MAIN;33
32385168;1;;;35.0;range_mean;;;;;;;;;35.0;exact;;;TAB;Willow Creek;MAIN;35
32385168;2;;;;;;;;;3.8;range_mean;;;;;;;TAB;Willow Creek;MAIN;34
32385168;3;;;;;;;;;1.0;bounded;;;;;;;TAB;Willow Creek;MAIN;33
3253025F;1;;;;;;;;;;;;;;;;;TAB;Co-O;MAIN;163
325DFEFF;1;;;;;;;;;;;;;;;;;TAB;Ox Lake showing;MAIN;21
32E4CEEE;1;;;;;;;;;15.5;bounded|range_mean;;;;;;;TAB;Mine 63;MAIN;40
32E4CEEE;2;;;;;;;3000.0;exact;1250.0;exact;15.5;bounded|range_mean;;;;;TAB;Mine 63;MAIN;40
32E4CEEE;3;;;;;;;2500.0;exact;125.0;range_mean;15.9;bounded;;;;;LEN;Mine 63;MAIN;35
32ECC8C5;1;0.0;exact;;;;;220.0;exact;70.0;exact;425.0;exact;;;;;TUB;Two Mile Hill;MAIN;44|45|51|99
32ECC8C5;2;;;15.0;exact;135.0;from_dip_cardinal;;;350.5;range_mean;;;;;;;TAB;Two Mile Hill;MAIN;51|99
32ECC8C5;3;;;70.0;exact;270.0;from_dip_cardinal;;;;;;;;;;;TAB;Two Mile Hill;MAIN;95
33819946;1;;;12.5;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;MNT;Raven;MAIN;33|43
33819946;2;;;25.5;range_mean;;;;;;;;;;;;;MNT;Raven;MAIN;33
33819946;3;;;;;;;;;3.0;bounded;;;;;;;MNT;Raven;MAIN;35
33819946;4;;;;;;;;;5.0;range_mean;;;;;;;MNT;Raven;MAIN;35
33819946;5;;;;;;;;;3.8;range_mean;;;;;;;MNT;Raven;MAIN;44
33819946;6;;;;;;;;;3.4;range_mean;;;;;;;MNT;Raven;MAIN;44
33CC4B5F;1;;;;;;;;;;;200.0;bounded;;;;;TUB;Brauna 3;MAIN;38|51
33CC4B5F;2;;;;;;;;;2.8;range_mean;;;;;;;TAB;Brauna 3;MAIN;32
338815FD;1;;redundant_with_ddr;60.0;range_mean;225.0;from_dip_cardinal;2000.0;bounded;;;;;;;;;TAB;Palmarejo;MAIN;56
338815FD;2;;redundant_with_ddr;50.0;exact;225.0;from_dip_cardinal;;;;;;;;;;;TAB;Palmarejo;MAIN;56
338815FD;3;;;;;;;;;30.0;bounded;;;;;;;IRR;Palmarejo;MAIN;65
344819F6;1;;;;;;;500.0;exact;;;;;;;;;TUB;diamond-bearing kimberlites;MAIN;32
33E62BA0;1;280.0;exact;30.0;exact;;;;;20.0;bounded;;;;;;;TAB;Rose;MAIN;47
33DDF3A4;1;25.0;range_mean;;;;;1500.0;bounded;150.0;from_metric_paren;;;;;;;TAB;Lopez Trend;MAIN;20
33DDF3A4;2;;;;;;;1500.0;exact;110.0;from_metric_paren|range_mean;;;;;;;TAB;Lopez Trend;MAIN;28
33DDF3A4;3;;;;;;;;;1.8;from_metric_paren|range_mean;;;;;;;TAB;Lopez Trend;MAIN;28
346216F0;1;46.0;exact;;;;;3200.0;exact;35.0;bounded;375.0;range_mean;;;;;TAB;Wona;MAIN;32
346216F0;2;;;;;;;;;;unparseable;;;;;;;N/A;Wona;MAIN;32
349FD6DD;1;;;;;;;17700.0;from_2d_footprint;12900.0;from_2d_footprint;;;;;;;MNT;Coronation Deposit;MAIN;20
349FD6DD;2;;;;;;;;;9.2;exact;;;;;;;MNT;Coronation Deposit;MAIN;21|27
349FD6DD;3;;;;;;;;;4.3;exact;;;;;;;MNT;Coronation Deposit;MAIN;21
3474CB57;1;;;27.5;range_mean;225.0;from_dip_cardinal;1300.0;exact;45.0;range_mean;;;;;;;TAB;Sheffield Zone;MAIN;21|42
34DFE572;1;;;77.5;range_mean;225.0;from_dip_cardinal;1800.0;bounded;;;100.0;bounded;;;;;TAB;Escondida;MAIN;20|21
34DFE572;2;;;;;;;200.0;from_2d_footprint;2.8;range_mean;;;;;;;IRR;Escondida;MAIN;21
34FAB120;1;;;;;;;300.0;bounded;5.5;range_mean;;;;;;;LEN;Hachey and Shaft zones;MAIN;38
34FAB120;2;;;;;;;;;5.5;range_mean;;;;;;;TAB;Hachey and Shaft zones;MAIN;38
34FAB120;3;;;;;;;;;3.2;range_mean;;;;;;;IRR;Hachey and Shaft zones;MAIN;38
35311A04;1;;;;;;;1500.0;range_mean;25.5;range_mean;;;;;;;TAB;Mayaniquel Project;MAIN;26
35311A04;2;;;;;;;;;50.0;bounded;;;;;;;TAB;Mayaniquel Project;MAIN;20
35311A04;3;;;;;;;;;10.0;exact;;;;;;;TAB;Mayaniquel Project;MAIN;26
35311A04;4;;;;;;;;;3.0;approx_magnitude;;;;;;;TAB;Mayaniquel Project;MAIN;24
34661656;1;;redundant_with_ddr;67.5;range_mean;135.0;from_dip_cardinal;274.0;exact;9.4;range_mean;;;;;;;TAB;Forgan Lake Pegmatites;MAIN;26
34661656;2;;;;;;;46.0;exact;14.0;exact;;;;;;;TAB;Forgan Lake Pegmatites;MAIN;26
34661656;3;;;;;;;320.0;exact;7.5;bounded|range_mean;;;;;;;TAB;Forgan Lake Pegmatites;MAIN;26
34661656;4;;redundant_with_ddr;62.5;range_mean;135.0;from_dip_cardinal;;;;;;;;;;;TAB;Forgan Lake Pegmatites;MAIN;24|26
3536727B;1;;;;;;;1000.0;exact;;;300.0;approx_magnitude;;;;;IRR;Cerro Ccopane-Orcopura;MAIN;15
3532C373;1;;;;;;;1000.0;bounded;200.0;exact;125.0;bounded|range_mean;;;;;TAB;A Zone;MAIN;44
354E9E24;1;;;;;;;;;55.0;range_mean;;;;;;;N/A;Chapalota;MAIN;15
35615EE2;1;;;90.0;exact;;;40.0;bounded;6.0;bounded;;;;;90.0;from_cardinal;LEN;Werner Lake Cobalt Deposits;MAIN;14
35615EE2;2;;;90.0;exact;;;379.0;exact;5.3;range_mean;;;35.0;exact;90.0;from_cardinal;LEN;Werner Lake Cobalt Deposits;MAIN;15
35615EE2;3;;;;;;;;;2.0;range_mean;;;;;;;N/A;Werner Lake Cobalt Deposits;MAIN;16
3586558D;1;;;;;;;2000.0;exact;500.0;bounded;;;;;;;SWK;El Valle-Boinás;MAIN;52
3586558D;2;;;;;;;250.0;exact;50.0;exact;100.0;exact;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;3;;;;;;;250.0;exact;30.0;exact;400.0;exact;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;4;;;;;;;350.0;exact;40.0;exact;400.0;exact;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;5;;;;;;;;;5.0;exact;;;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;6;;;75.0;exact;90.0;from_dip_cardinal;;;30.0;range_mean;;;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;7;35.0;exact;;;;;125.0;exact;15.0;exact;90.0;exact;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;8;;;;;;;250.0;exact;20.0;exact;50.0;exact;;;;;BXS;El Valle-Boinás;MAIN;53
3586558D;9;35.0;exact;;;;;;;;;;;;;;;N/A;El Valle-Boinás;MAIN;53
3586558D;10;;;;;;;500.0;exact;;;400.0;exact;;;;;N/A;El Valle-Boinás;MAIN;60
35D703C8;1;;;;;;;1828.8;bounded;;;213.4;bounded;;;;;N/A;Columbia;MAIN;40
35D703C8;2;;;;;;;;;;;228.6;range_mean;;;;;N/A;Columbia;MAIN;36|39
35D703C8;3;;redundant_with_ddr;67.5;range_mean;270.0;from_dip_cardinal;;;3.8;range_mean;;;;;;;N/A;Columbia;MAIN;41
35D703C8;4;;redundant_with_ddr;72.5;range_mean;270.0;from_dip_cardinal;;;3.0;range_mean;;;;;;;N/A;Columbia;MAIN;41
35D703C8;5;;redundant_with_ddr;87.5;range_mean;90.0;from_dip_cardinal;;;9.9;range_mean;;;;;;;N/A;Columbia;MAIN;42
35D703C8;6;360.0;exact;;;;;;;0.3;exact;;;;;;;N/A;Columbia;MAIN;42
35D703C8;7;;;;;;;;;;;76.2;bounded;;;;;IRR;Columbia;MAIN;42
361552D6;1;;;;;;;13.0;bounded;9.0;exact;;;;;;;IRR;Qarqasiaq;MAIN;11
361552D6;2;;;;;;;;;4.2;exact;;;;;;;TAB;Qarqasiaq;MAIN;11
361552D6;3;;;;;;;;;6.0;range_mean;;;;;;;TAB;Qarqasiaq;MAIN;11
361552D6;4;;;;;;;45.0;bounded;3.0;bounded;;;;;;;LEN;Qarqasiaq;MAIN;12
361552D6;5;;;;;;;;;17.5;range_mean;;;;;;;LEN;Qarqasiaq;MAIN;12
362CA519;1;;;;;;;4000.0;bounded;1.0;exact;500.0;bounded;;;;;LEN;West Zone;MAIN;60|61
362CA519;2;;;;;;;;;23.5;range_mean;135.0;range_mean;;;;;LEN;West Zone;MAIN;64
365B0A47;1;;;;;;;;;;;;;;;;;TUB;Tsau Project Kimberlites;MAIN;25
364075B4;1;;redundant_with_ddr;77.5;range_mean;45.0;from_dip_cardinal;7000.0;exact;;;;;;;;;LEN;Coringa;MAIN;54|57|67
364075B4;2;;;;;;;;;9.5;range_mean;;;;;;;N/A;Coringa;MAIN;67
364075B4;3;;;80.0;range_mean;65.0;exact;800.0;exact;;;;;;;;;N/A;Coringa;MAIN;67
364075B4;4;;;85.0;exact;60.0;exact;400.0;exact;;;;;;;;;N/A;Coringa;MAIN;67
364075B4;5;;;80.0;exact;60.0;exact;200.0;exact;;;;;;;;;N/A;Coringa;MAIN;67
364075B4;6;;;;;30.0;exact;1500.0;bounded;;;;;;;;;N/A;Coringa;MAIN;67
36771BF7;1;;redundant_with_ddr;80.0;range_mean;225.0;from_dip_cardinal;720.0;bounded;;;325.0;bounded;;;;;TAB;San Luis vein system;MAIN;66
36771BF7;2;;;;;;;;;10.0;bounded|range_mean;;;;;;;TAB;San Luis vein system;MAIN;67
36771BF7;3;;redundant_with_ddr;62.5;range_mean;45.0;from_dip_cardinal;2200.0;bounded;4.8;range_mean;;;;;;;TAB;San Luis vein system;MAIN;67
366C4134;1;;redundant_with_ddr;47.5;range_mean;270.0;from_dip_cardinal;1200.0;exact;18.5;range_mean;;;;;315.0;from_cardinal;TAB;Santa Maria vein system;MAIN;14|15|16|17
366C4134;2;;;;;;;450.0;exact;12.0;exact;;;;;;;TAB;Creston;MAIN;18
366C4134;3;40.0;exact;;;;;250.0;exact;7.0;exact;;;;;;;TAB;San Luis;MAIN;19
366C4134;4;;redundant_with_ddr;45.0;exact;270.0;from_dip_cardinal;160.0;exact;2.7;exact;;;;;;;TAB;Eureka;MAIN;19
3695C0DC;1;;;70.0;range_mean;180.0;from_dip_cardinal;850.0;exact;;;;;;;;;TAB;Santo Niño Vein;MAIN;40
3695C0DC;2;;;;;;;;;3.0;range_mean;;;;;;;N/A;Santo Niño Vein;MAIN;40
3695C0DC;3;;;;;;;;;0.5;bounded;;;;;;;N/A;Santo Niño Vein;MAIN;40
36901891;1;;;60.0;exact;225.0;from_dip_cardinal;600.0;bounded;42.5;range_mean;200.0;exact;;;;;LEN;Main Zone;MAIN;57|59
36901891;2;;;60.0;exact;225.0;from_dip_cardinal;860.0;exact;15.0;range_mean;450.0;bounded;;;;;LEN;Main Zone;MAIN;57|59
36BCE289;1;;;;;;;;;2.8;range_mean;;;;;;;TAB;B3 kimberlite;MAIN;34
36BCE289;2;;;;;;;;;;;;;;;;;BXS;B3 kimberlite;MAIN;34|39|40|42
36BCE289;3;;;;;;;;;;;;;;;;;IRR;B3 kimberlite;MAIN;40
37B10561;1;;;;;;;;;6.0;bounded;;;;;;;TAB;Abacaxi and Estrela;MAIN;28
379CBEC4;1;;;;;;;15000.0;exact;50.0;exact;30.0;range_mean;;;;;MNT;Langer Heinrich;MAIN;48
379CBEC4;2;;;;;;;;;;;15.5;range_mean;;;;;MNT;Langer Heinrich;MAIN;50
37B5F1CB;1;;redundant_with_ddr;50.0;exact;45.0;from_dip_cardinal;;;;;;;;;;;TAB;Dead Honda;MAIN;27|39
37134B02;1;;;;;;;1600.0;bounded;200.0;bounded;975.0;bounded;;;;;N/A;Rainy River Gold Project;MAIN;54
37134B02;2;;;;;;;325.0;bounded;125.0;bounded;820.0;bounded;;;225.0;from_cardinal;LEN;Rainy River Gold Project;MAIN;56
37134B02;3;;;;;;;200.0;bounded;;;700.0;bounded;;;;;IRR;Rainy River Gold Project;MAIN;56
37134B02;4;;;;;;;400.0;bounded;;;400.0;bounded;;;225.0;from_cardinal;LEN;Rainy River Gold Project;MAIN;57
37134B02;5;105.0;exact;52.0;exact;;;;;;;;;45.0;exact;217.0;exact;N/A;Rainy River Gold Project;MAIN;42|50
37134B02;6;;redundant_with_ddr;60.0;range_mean;180.0;from_dip_cardinal;;;;;;;;;;;N/A;Rainy River Gold Project;MAIN;40
37B70E58;1;;redundant_with_ddr;80.0;exact;22.5;from_dip_cardinal;300.0;range_mean;1.5;range_mean;20.0;bounded;;;;;TAB;KGL Masters Project;MAIN;106
37B70E58;2;;redundant_with_ddr;60.0;exact;22.5;from_dip_cardinal;200.0;exact;1.5;range_mean;;;;;;;TAB;KGL Masters Project;MAIN;111
37B70E58;3;340.0;exact;;;;;350.0;exact;4.5;exact;;;;;;;TAB;KGL Masters Project;MAIN;104
37B70E58;4;340.0;exact;;;;;150.0;exact;2.0;exact;;;;;;;TAB;KGL Masters Project;MAIN;104
37B70E58;5;;;;;;;180.0;exact;20.0;exact;;;;;;;LEN;KGL Masters Project;MAIN;104
37DAAD85;1;;;12.5;range_mean;45.0;from_dip_cardinal;;;;;;;;;;;TAB;Raven;MAIN;30|40
37DAAD85;2;;;25.5;range_mean;;;;;;;;;;;;;TAB;Raven;MAIN;30
37DAAD85;3;;;;;;;;;3.0;bounded;;;;;;;TAB;Raven;MAIN;32
37DAAD85;4;;;;;;;;;5.0;range_mean;;;;;;;TAB;Raven;MAIN;32
37DAAD85;5;;;;;;;;;3.8;range_mean;;;;;;;TAB;Raven;MAIN;41
37DAAD85;6;;;;;;;;;3.4;range_mean;;;;;;;TAB;Raven;MAIN;41
380BBDB2;1;;;14.0;exact;135.0;from_dip_cardinal;;;;;;;;;;;TAB;JAM Project Coal Seams;MAIN;16|18
380BBDB2;2;;;;;;;;;1.4;exact;;;;;;;TAB;JAM Project Coal Seams;MAIN;17
380BBDB2;3;;;;;;;;;1.7;exact;;;;;;;TAB;JAM Project Coal Seams;MAIN;17
380BBDB2;4;;;;;;;;;2.2;exact;;;;;;;TAB;JAM Project Coal Seams;MAIN;17
380BBDB2;5;;;;;;;;;1.0;exact;;;;;;;TAB;JAM Project Coal Seams;MAIN;17
381ABA47;1;;;;;;;;;;;;;;;;;N/A;Kitsault;MAIN;55
38341CF7;1;;;0.5;exact;225.0;from_dip_cardinal;;;3.4;exact;;;;;;;TAB;Vanscoy Potash Operations;MAIN;29|31
38341CF7;2;;;0.5;exact;225.0;from_dip_cardinal;;;4.3;bounded|range_mean;;;;;;;TAB;Vanscoy Potash Operations;MAIN;29|31
383659F1;1;;;;;;;;;10.0;exact;;;;;;;TAB;Franquelin;MAIN;20
384383AA;1;;;;;;;15000.0;exact;9000.0;exact;164.8;bounded|range_mean;;;;;MNT;Salar de Llullaillaco;MAIN;37
3863B006;1;;;;;;;1609.3;bounded;1.0;range_mean;;;;;;;TAB;B & W Properties;MAIN;42|44|45
38428B27;1;;redundant_with_ddr;65.0;exact;180.0;from_dip_cardinal;;;;;;;;;;;N/A;Axis Lake;MAIN;17
38428B27;2;;;;;;;;;;;;;;;;;TAB;Axis Lake;MAIN;24
38428B27;3;;;;;;;;;0.5;exact;;;;;;;TAB;Axis Lake;MAIN;20
38428B27;4;;;;;;;;;;;400.0;bounded;;;;;N/A;Axis Lake;MAIN;42
389A7F43;1;;;35.0;exact;135.0;from_dip_cardinal;;;;;150.0;exact;;;;;N/A;Cerro Largo;MAIN;17|22
389A7F43;2;;;;;;;;;3.2;range_mean;;;;;;;TAB;Cerro Largo;MAIN;19
3857D313;1;;;;;;;17.5;range_mean;12.5;range_mean;;;22.5;range_mean;260.0;exact;IRR;Simkar Gold Zones;MAIN;26
3857D313;2;;;;;;;30.0;exact;30.0;exact;;;;;;;IRR;Simkar Gold Zones;MAIN;26
3857D313;3;;;;;;;20.0;exact;6.5;range_mean;;;;;;;TAB;Simkar Gold Zones;MAIN;26
3857D313;4;;redundant_with_ddr;42.0;exact;270.0;from_dip_cardinal;20.0;bounded;;;250.0;exact;;;;;TAB;Simkar Gold Zones;MAIN;27
3857D313;5;;redundant_with_ddr;65.0;exact;180.0;from_dip_cardinal;;;;;;;22.5;range_mean;270.0;from_cardinal;TAB;Simkar Gold Zones;MAIN;27
3857D313;6;70.0;exact;90.0;exact;;;200.0;bounded;40.0;range_mean;;;20.0;exact;270.0;from_cardinal;TAB;Simkar Gold Zones;MAIN;28
3857D313;7;;redundant_with_ddr;50.0;range_mean;180.0;from_dip_cardinal;600.0;exact;16.5;range_mean;;;20.0;exact;261.0;exact;TAB;Simkar Gold Zones;MAIN;29
3857D313;8;;redundant_with_ddr;70.0;range_mean;180.0;from_dip_cardinal;850.0;bounded;6.0;exact;200.0;bounded;25.0;exact;;;TAB;Simkar Gold Zones;MAIN;29
3857D313;9;;;;;;;;;0.8;range_mean;;;;;;;TAB;Simkar Gold Zones;MAIN;29
3857D313;10;;;;;;;250.0;exact;1.5;exact;;;;;;;LEN;Simkar Gold Zones;MAIN;30
3857D313;11;;;;;;;45.0;exact;;;60.0;exact;;;;;TAB;Simkar Gold Zones;MAIN;31
38CD6A15;1;;;12.0;exact;270.0;from_dip_cardinal;3218.7;bounded;;;300.0;bounded|from_metric_paren;15.0;exact;0.0;from_cardinal;MNT;Paris Hills;MAIN;73|80
38CD6A15;2;;;;;;;;;4.6;from_metric_paren;;;;;;;MNT;Paris Hills;MAIN;79
38CD6A15;3;;;;;;;;;3.6;from_metric_paren|range_mean;;;;;;;MNT;Paris Hills;MAIN;79
38CD6A15;4;;;;;;;;;4.4;from_metric_paren|range_mean;;;;;;;MNT;Paris Hills;MAIN;79
3872681E;1;;;;;;;800.0;exact;75.0;range_mean;;;;;;;LEN;Clear Lake;MAIN;32
3872681E;2;;;;;;;1000.0;exact;120.0;bounded;;;;;;;IRR;Clear Lake;MAIN;39
3872681E;3;;;;;;;450.0;exact;17.5;range_mean;300.0;bounded;;;;;LEN;Clear Lake;MAIN;39
3872681E;4;;;;;;;;;3.5;range_mean;;;;;;;N/A;Clear Lake;MAIN;39
39230982;1;;redundant_with_ddr;82.5;range_mean;0.0;from_dip_cardinal;3000.0;bounded;17.5;range_mean;400.0;exact;;;;;TAB;Crevier Nb-Ta Dyke;MAIN;45|47
39230982;2;;;;;;;600.0;bounded;14.0;range_mean;;;;;;;LEN;Crevier Nb-Ta Dyke;MAIN;48
39230982;3;;;;;;;400.0;exact;25.0;exact;372.0;exact;;;;;LEN;Crevier Nb-Ta Dyke;MAIN;48
39230982;4;;;;;;;1200.0;exact;20.0;exact;70.0;exact;;;;;LEN;Crevier Nb-Ta Dyke;MAIN;48
39230982;5;;;;;;;900.0;bounded;22.0;range_mean;;;;;;;LEN;Crevier Nb-Ta Dyke;MAIN;48
39889E16;1;;;40.0;exact;315.0;from_dip_cardinal;;;;;;;;;;;TAB;La Tigra;MAIN;16
392321A9;1;;;2.5;range_mean;;;;;3.2;range_mean;;;;;;;TAB;Erds deposit;MAIN;18|22|23
3986098B;1;;;;;;;5500.0;bounded;260.0;range_mean;117.0;bounded;;;;;IRR;Hartbeestlaagte Gravels;MAIN;69
396A18CA;1;;;57.5;range_mean;0.0;from_dip_cardinal;3500.0;exact;;;;;;;;;TAB;Nkout;MAIN;31|39|52
396A18CA;2;;;;;;;;;90.0;bounded;;;;;;;N/A;Nkout;MAIN;46
396A18CA;3;;;;;;;;;10.0;bounded;;;;;;;N/A;Nkout;MAIN;46
3948CD49;1;;;7.5;range_mean;45.0;from_dip_cardinal;1300.0;exact;320.0;exact;136.0;exact;;;;;TAB;Mountain Lake Deposit;MAIN;23
3948CD49;2;;;;;;;;;3.5;range_mean;;;;;;;TAB;Mountain Lake Deposit;MAIN;23
3948CD49;3;;;;;;;;;30.0;bounded;;;;;;;TAB;Mountain Lake Deposit;MAIN;23
3948CD49;4;;;;;;;;;3.8;range_mean;;;;;;;TAB;Mountain Lake Deposit;MAIN;23
3948CD49;5;;;80.0;exact;315.0;from_dip_cardinal;;;1.9;exact;;;;;;;N/A;Mountain Lake Deposit;MAIN;29
39C99DA9;1;;;;;;;450.0;bounded;100.0;bounded;;;;;;;IRR;Back Forty;MAIN;33
39C99DA9;2;;;;;;;;;70.0;bounded;;;40.0;exact;225.0;from_cardinal;TUB;Back Forty;MAIN;33
39C99DA9;3;;;;;;;;;;;;;;;;;LEN;Back Forty;MAIN;33
39C99DA9;4;;;;;;;300.0;bounded;10.0;exact;;;;;;;N/A;Back Forty;MAIN;34
39C99DA9;5;;;;;;;150.0;bounded;100.0;bounded;;;;;;;N/A;Back Forty;MAIN;34
39C99DA9;6;;;;;;;;;20.0;bounded;;;;;;;N/A;Back Forty;MAIN;34
39C99DA9;7;;;;;;;400.0;exact;;;105.0;bounded;;;;;N/A;Back Forty;MAIN;36
39C99DA9;8;;;;;;;300.0;bounded;;;400.0;bounded;;;;;N/A;Back Forty;MAIN;35
39D7AD2E;1;;;35.0;exact;180.0;from_dip_cardinal;1100.0;exact;500.0;exact;380.0;exact;;;;;SWK;Valencia;MAIN;34
3A3096EB;1;;;;;;;;;;;;;;;;;IRR;Isukoustouk (B-40);MAIN;21
3A6F73E2;1;;;;;;;2100.0;bounded;400.0;bounded;;;;;315.0;from_cardinal;MNT;Jubilee Main Zone;MAIN;34
3A6E0B65;1;;;;;;;125.0;range_mean;;;45.0;exact;;;;;TUB;R-190;MAIN;51
3A9BA9D5;1;;;;;;;600.0;exact;200.0;exact;;;;;;;SWK;El Terco;MAIN;18
3AAF345B;1;;;0.5;exact;225.0;from_dip_cardinal;;;;;1050.0;range_mean;;;;;MNT;Vanscoy Potash Operations;MAIN;31|33
3AAF345B;2;;;;;;;;;3.4;exact;;;;;;;MNT;Vanscoy Potash Operations;MAIN;31
3AAF345B;3;;;;;;;;;4.3;bounded|range_mean;;;;;;;MNT;Vanscoy Potash Operations;MAIN;31
